Hour,2,4
0,404,21
1,409,20
2,372,19
3,354,11
4,400,20
5,766,28
6,1296,35
7,1765,31
8,1658,45
9,1320,31
10,1263,51
11,1219,31
12,1361,35
13,1629,40
14,2041,68
15,2150,53
16,2073,49
17,1864,63
18,1256,51
19,1065,55
20,933,44
21,856,31
22,699,37
23,578,29
